id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2025-01021,2025-06-03,Lota,furgon,17.78,17.09,6,18,,5984.0,1.342
2025-00840,2025-06-03,Lebu,furgon,93.43,13.63,5,8,,17896.0,4.35
2025-00304,2025-06-04,Florida,camion_ligero,25.8,7.79,7,13,0.4349,5808.0,1.423
2025-00725,2025-06-04,Chiguayante,moto,6.01,26.88,1,12,0.455,654.0,0.317
2025-01142,2025-06-05,Florida,furgon,4.66,12.51,3,11,0.5664,1751.0,0.464
2025-01266,2025-06-05,Chiguayante,moto,19.21,48.08,8,14,0.6273,5276.0,1.385
2025-00330,2025-06-05,Penco,moto,16.9,18.98,6,12,0.0706,2198.0,0.753
2025-01344,2025-06-05,Arauco,moto,6.65,56.8,5,10,0.5991,1326.0,0.277
2025-00203,2025-06-05,Nacimiento,moto,46.4,30.3,4,7,0.484,8440.0,2.036
2025-01042,2025-06-06,Talcahuano,furgon,19.51,4.44,5,19,0.5501,3850.0,1.01
2025-00565,2025-06-06,Florida,camion_ligero,11.34,27.73,5,6,0.3852,3431.0,0.725
2025-00497,2025-06-07,Santa Juana,furgon,21.98,19.52,2,11,0.6548,3841.0,1.048
2025-00736,2025-06-07,Curanilahue,furgon,56.65,49.26,4,8,,10639.0,2.441
2025-01194,2025-06-07,Talcahuano,camion_ligero,28.46,17.58,5,10,0.6813,7338.0,1.422
2025-00554,2025-06-07,Florida,camion_ligero,26.31,9.36,6,12,0.7232,5375.0,1.48
2025-01238,2025-06-07,Lota,camion_ligero,7.7,7.04,8,12,,1821.0,0.292
2025-00604,2025-06-07,Nacimiento,furgon,110.62,24.76,1,6,,15089.0,3.385
2025-00857,2025-06-07,Arauco,furgon,61.34,44.26,5,13,0.819,9877.0,2.196
2025-00676,2025-06-07,Chiguayante,moto,8.88,27.4,4,17,0.6781,2173.0,0.474
2025-00978,2025-06-08,Chiguayante,moto,25.3,8.54,4,11,0.6268,4041.0,0.944
2025-00223,2025-06-08,Yumbel,camion_ligero,51.78,14.52,7,17,,14268.0,3.228
2025-00657,2025-06-08,Tome,furgon,19.67,14.58,1,8,0.4634,2850.0,0.939
2025-01144,2025-06-09,Cabrero,furgon,58.61,11.11,3,18,,10526.0,2.765
2025-00150,2025-06-09,Concepcion,camion_ligero,13.5,48.42,5,18,0.4986,4978.0,1.096
2025-00512,2025-06-09,Santa Juana,moto,15.46,13.0,3,12,0.7244,1687.0,0.357
2025-01217,2025-06-09,Los Angeles,moto,76.72,34.98,1,19,,11941.0,3.057
2025-00845,2025-06-09,Lota,furgon,20.42,13.98,8,14,0.5522,4103.0,1.102
2025-00297,2025-06-10,Florida,camion_ligero,8.45,25.88,3,8,0.9435,3221.0,0.627
2025-00195,2025-06-10,Coronel,furgon,13.99,20.75,7,10,,2532.0,0.653
2025-00721,2025-06-10,Arauco,moto,79.74,9.72,6,9,,14416.0,3.322
2025-00421,2025-06-10,Curanilahue,furgon,74.92,44.12,6,9,,15425.0,3.743
2025-01373,2025-06-10,Coronel,furgon,13.29,6.73,4,15,0.4564,1484.0,0.432
2025-00516,2025-06-10,San Pedro de la Paz,moto,10.63,16.52,3,14,0.5032,1858.0,0.535
2025-00639,2025-06-10,Chiguayante,furgon,23.59,14.98,1,10,0.754,2528.0,0.735
2025-00550,2025-06-10,Lebu,furgon,53.09,19.87,5,7,0.8708,9605.0,2.665
2025-01280,2025-06-12,Hualpen,furgon,19.25,9.98,3,13,0.6105,3782.0,0.863
2025-01304,2025-06-12,Los Angeles,furgon,100.66,16.64,3,8,,22891.0,4.839
2025-01265,2025-06-12,Penco,furgon,6.22,10.22,7,6,0.5004,3090.0,0.654
2025-01119,2025-06-12,Hualqui,moto,19.25,15.23,7,12,,4886.0,0.956
2025-01270,2025-06-12,San Pedro de la Paz,furgon,24.85,9.47,4,16,,4397.0,0.988
2025-00947,2025-06-12,Nacimiento,moto,91.01,14.16,4,11,0.4819,10271.0,2.86
2025-00442,2025-06-13,Hualpen,camion_ligero,20.28,26.19,3,12,0.6583,4415.0,1.061
2025-00757,2025-06-13,Florida,camion_ligero,8.43,41.53,1,17,0.5514,2913.0,0.509
2025-01070,2025-06-13,Curanilahue,moto,27.4,20.89,4,19,,6611.0,1.34
2025-01097,2025-06-13,Los Angeles,moto,73.51,33.17,3,9,0.638,13925.0,2.892
2025-00735,2025-06-14,Talcahuano,moto,12.94,36.13,1,14,0.5604,2491.0,0.582
2025-00750,2025-06-14,Lebu,furgon,29.11,10.68,4,13,,5974.0,1.319
2025-00062,2025-06-15,Talcahuano,camion_ligero,21.34,30.81,2,12,0.6338,4019.0,0.93
2025-00638,2025-06-15,Hualqui,moto,12.03,25.98,5,8,0.8838,3674.0,0.717
2025-01059,2025-06-15,Lota,camion_ligero,15.15,1.85,2,9,0.5103,2863.0,1.049
2025-00938,2025-06-16,Los Angeles,furgon,60.29,17.18,6,10,,10589.0,2.461
2025-01342,2025-06-16,Hualqui,moto,14.84,20.38,7,15,0.5656,5277.0,0.963
2025-01253,2025-06-16,Hualqui,furgon,20.93,46.11,3,17,0.7001,3533.0,0.976
2025-00992,2025-06-17,Penco,furgon,2.8,18.07,6,16,0.3235,2023.0,0.702
2025-00124,2025-06-17,Penco,camion_ligero,26.31,4.9,1,8,0.6476,6698.0,1.688
2025-00289,2025-06-18,Hualpen,moto,15.11,17.95,3,12,,2080.0,0.61
2025-00069,2025-06-18,Santa Juana,camion_ligero,15.39,13.88,5,10,0.506,4471.0,1.185
2025-01398,2025-06-18,Penco,moto,10.17,35.13,6,12,0.7952,3084.0,0.478
2025-01136,2025-06-18,Yumbel,furgon,55.3,14.24,1,12,,6549.0,1.78
2025-00643,2025-06-18,Cabrero,furgon,54.3,7.63,8,17,0.7569,10198.0,2.753
2025-00128,2025-06-18,Penco,furgon,10.27,21.44,3,10,0.769,1654.0,0.58
2025-01234,2025-06-19,Hualqui,moto,16.92,21.81,1,14,0.7143,586.0,0.413
2025-00821,2025-06-19,Lota,furgon,14.47,10.33,8,12,,2122.0,0.64
2025-00301,2025-06-20,Talcahuano,moto,26.63,27.63,5,18,,6203.0,1.291
2025-00309,2025-06-20,Cabrero,camion_ligero,11.14,7.12,6,16,,4097.0,0.988
2025-00100,2025-06-20,Laja,moto,73.43,32.08,7,6,,9713.0,2.394
2025-01312,2025-06-21,San Pedro de la Paz,furgon,15.3,21.89,7,7,0.4203,5176.0,1.287
2025-00703,2025-06-21,Hualqui,furgon,9.48,8.8,6,13,,3117.0,0.645
2025-00107,2025-06-22,Nacimiento,camion_ligero,52.22,31.68,7,7,,16579.0,3.463
2025-00140,2025-06-22,Laja,furgon,53.56,10.39,7,6,,8220.0,2.052
2025-01019,2025-06-23,Hualpen,moto,3.59,17.05,3,6,0.4568,1628.0,0.375
2025-00969,2025-06-23,Santa Juana,moto,4.21,26.36,5,11,0.2528,2539.0,0.718
2025-00422,2025-06-23,Chiguayante,moto,21.07,35.12,1,7,0.2478,4631.0,1.208
2025-00615,2025-06-24,Santa Juana,furgon,23.86,7.73,1,9,0.6465,4010.0,1.087
2025-00538,2025-06-24,Tome,furgon,10.16,16.08,2,19,0.5395,2656.0,0.52
2025-01129,2025-06-24,San Pedro de la Paz,furgon,15.16,6.87,2,7,,3596.0,0.769
2025-01005,2025-06-25,Curanilahue,moto,48.88,16.46,5,11,,6349.0,1.256
2025-00486,2025-06-25,Tome,camion_ligero,24.6,14.38,4,15,0.6543,3646.0,1.136
2025-01014,2025-06-25,Concepcion,moto,23.04,29.62,3,10,0.968,5489.0,0.953
2025-01290,2025-06-25,Florida,furgon,14.8,4.1,4,12,0.6266,3605.0,0.903
2025-00584,2025-06-25,Tome,moto,24.87,12.4,2,13,0.7654,3016.0,0.619
2025-00326,2025-06-26,Concepcion,furgon,15.22,50.04,2,9,0.5448,2663.0,0.891
2025-00431,2025-06-26,Talcahuano,moto,16.89,29.77,8,16,0.8257,3370.0,1.043
2025-01006,2025-06-26,Florida,camion_ligero,11.35,14.29,6,13,0.7463,2557.0,0.67
2025-00458,2025-06-27,Santa Juana,furgon,22.63,11.26,8,8,0.4906,6306.0,1.522
2025-00555,2025-06-27,Hualqui,moto,20.55,6.24,1,14,0.4496,1841.0,0.332
2025-01267,2025-06-27,Concepcion,moto,6.66,19.27,2,8,0.7134,363.0,0.314
2025-00537,2025-06-27,Laja,moto,62.23,20.23,6,8,,10474.0,2.609
2025-00239,2025-06-27,Concepcion,camion_ligero,19.14,5.21,4,16,0.7471,5115.0,1.135
2025-00709,2025-06-28,Chiguayante,furgon,3.3,12.75,5,9,,1131.0,0.25
2025-01125,2025-06-28,Los Angeles,moto,59.4,3.04,3,8,0.6414,8604.0,2.267
2025-00619,2025-06-28,Penco,furgon,21.26,9.44,2,15,0.8096,4044.0,1.087
2025-00173,2025-06-28,Hualqui,moto,17.26,26.18,7,15,0.2704,4071.0,0.97
2025-00651,2025-06-29,Los Angeles,moto,73.12,5.18,4,16,,8017.0,2.072
2025-01247,2025-06-29,Chiguayante,moto,12.91,6.12,7,8,,5257.0,1.15
2025-00852,2025-06-29,San Pedro de la Paz,furgon,19.0,26.98,7,8,0.5445,7051.0,1.587
2025-00006,2025-06-30,Hualpen,furgon,15.21,14.08,7,19,0.8251,3943.0,0.795
2025-00842,2025-06-30,Arauco,moto,70.34,27.42,5,7,,10761.0,2.946
2025-00724,2025-07-01,Chiguayante,furgon,18.5,1.01,6,15,0.7543,3473.0,0.86
2025-00279,2025-07-01,Santa Juana,moto,36.02,5.61,4,12,,2975.0,0.911
2025-00426,2025-07-01,Hualpen,furgon,15.66,22.23,2,12,0.4969,3811.0,1.017
2025-01037,2025-07-02,Lebu,furgon,58.83,38.19,8,9,0.5072,13269.0,3.359
2025-01126,2025-07-02,Yumbel,moto,75.27,0.51,2,17,,11582.0,2.865
2025-00064,2025-07-02,Chiguayante,camion_ligero,6.21,21.49,8,12,0.6733,3841.0,0.837
2025-01302,2025-07-02,Florida,moto,12.5,17.78,3,18,0.5248,2598.0,0.709
2025-00020,2025-07-02,Nacimiento,furgon,58.19,6.12,8,16,0.6043,7465.0,1.907
2025-01213,2025-07-02,Santa Juana,camion_ligero,18.63,8.19,7,16,0.4867,5290.0,1.238
2025-00032,2025-07-03,Lebu,furgon,82.01,2.2,2,19,,15614.0,3.634
2025-00569,2025-07-03,Talcahuano,moto,11.81,13.91,5,18,0.6932,3889.0,1.056
2025-01330,2025-07-03,Florida,moto,6.78,27.86,4,15,0.676,1543.0,0.515
2025-01228,2025-07-04,Lebu,moto,78.27,17.03,8,18,,14262.0,3.179
2025-00605,2025-07-04,Penco,furgon,18.4,23.59,4,13,0.5673,4427.0,1.093
2025-00523,2025-07-04,Curanilahue,furgon,54.65,23.23,2,11,,8029.0,1.818
2025-00872,2025-07-05,Yumbel,camion_ligero,61.42,17.0,3,7,0.7602,15340.0,3.473
2025-00334,2025-07-06,Santa Juana,moto,20.9,6.3,4,17,0.7098,3799.0,0.839
2025-00159,2025-07-07,Lota,furgon,24.55,17.04,3,17,0.4312,5380.0,1.093
2025-01205,2025-07-07,Chiguayante,moto,29.49,17.87,7,11,,5359.0,1.282
2025-00958,2025-07-07,Chiguayante,furgon,27.16,15.13,1,17,0.662,3849.0,1.02
2025-01011,2025-07-07,Penco,furgon,16.96,18.27,6,10,0.6806,3010.0,0.808
2025-00558,2025-07-07,Los Angeles,camion_ligero,87.85,11.17,6,17,,21053.0,4.812
2025-01012,2025-07-07,Lebu,camion_ligero,41.39,6.19,3,11,,7596.0,1.744
2025-00066,2025-07-08,Coronel,furgon,18.44,22.18,7,15,0.4127,4107.0,1.361
2025-01380,2025-07-08,Los Angeles,furgon,42.75,44.34,5,8,,10636.0,2.538
2025-00265,2025-07-08,Hualqui,camion_ligero,10.89,30.9,7,6,0.5902,4085.0,1.036
2025-00103,2025-07-08,Lota,furgon,16.04,6.46,3,10,,3226.0,0.686
2025-00573,2025-07-08,Cabrero,moto,80.88,13.2,3,12,,10284.0,2.335
2025-00689,2025-07-09,Concepcion,furgon,24.82,11.11,3,13,,3307.0,1.06
2025-00372,2025-07-09,Hualqui,moto,24.82,17.38,2,8,0.6123,4797.0,1.089
2025-01386,2025-07-10,Curanilahue,moto,82.8,37.81,4,10,0.6147,10999.0,2.855
2025-00218,2025-07-10,Yumbel,furgon,70.72,21.63,6,6,0.8906,9880.0,2.481
2025-00259,2025-07-10,Cabrero,furgon,85.91,38.51,6,12,,11876.0,3.131
2025-01152,2025-07-11,Chiguayante,furgon,31.53,16.87,1,8,0.6186,7419.0,1.755
2025-01187,2025-07-11,Cabrero,furgon,26.65,16.37,6,8,,4622.0,1.423
2025-00707,2025-07-11,Los Angeles,camion_ligero,64.19,22.77,3,11,0.8756,10978.0,2.465
2025-01240,2025-07-11,Cabrero,camion_ligero,81.86,14.44,7,12,0.5,15922.0,3.765
2025-01196,2025-07-11,Cabrero,furgon,60.65,23.82,4,19,,13004.0,2.992
2025-00177,2025-07-11,Talcahuano,moto,19.89,24.27,7,7,0.4583,4078.0,0.847
2025-00762,2025-07-12,Penco,furgon,9.96,8.77,3,8,0.6015,2782.0,0.507
2025-01077,2025-07-12,Santa Juana,moto,11.81,18.69,7,12,0.5615,2851.0,0.733
2025-01261,2025-07-12,Concepcion,furgon,15.08,11.42,1,18,0.3831,5209.0,1.116
2025-00465,2025-07-12,Curanilahue,furgon,72.48,3.29,4,7,,14966.0,3.61
2025-00640,2025-07-12,Tome,furgon,17.64,5.51,5,18,0.9848,2518.0,0.761
2025-00348,2025-07-12,Yumbel,moto,93.95,15.03,6,14,,14102.0,3.099
2025-00251,2025-07-13,Laja,camion_ligero,71.43,18.56,1,16,0.6419,13581.0,3.144
2025-01305,2025-07-13,Chiguayante,moto,32.3,19.07,7,13,0.6622,6180.0,1.433
2025-00870,2025-07-14,Coronel,furgon,9.77,6.32,7,11,0.3038,3088.0,0.774
2025-00327,2025-07-14,Hualqui,furgon,18.25,5.64,2,17,0.5246,4355.0,0.977
2025-00759,2025-07-14,Arauco,moto,77.45,17.32,3,18,,12305.0,2.681
2025-00130,2025-07-14,Penco,furgon,15.04,7.36,7,19,0.3461,4532.0,0.932
2025-00823,2025-07-15,Florida,camion_ligero,21.62,17.49,2,6,0.6995,2231.0,0.796
2025-00095,2025-07-16,Coronel,moto,18.63,10.57,3,11,0.6682,2732.0,0.681
2025-00483,2025-07-16,Laja,moto,83.14,3.81,1,13,,11764.0,2.552
2025-01233,2025-07-16,Penco,furgon,25.66,6.99,4,9,0.6188,3796.0,1.186
2025-00314,2025-07-16,Yumbel,moto,51.56,23.34,8,17,,10968.0,2.449
2025-00684,2025-07-16,Florida,furgon,23.96,31.93,7,9,0.8064,6316.0,1.358
2025-00752,2025-07-17,San Pedro de la Paz,camion_ligero,11.65,8.29,1,11,0.9301,4071.0,0.437
2025-00509,2025-07-17,Tome,moto,6.56,6.62,5,11,0.4345,41.0,0.15
2025-01353,2025-07-17,Santa Juana,moto,8.89,4.08,5,19,0.7197,1273.0,0.314
2025-01383,2025-07-17,Arauco,furgon,84.13,38.95,5,17,0.5679,17341.0,4.229
2025-00403,2025-07-17,Santa Juana,moto,16.17,4.78,4,12,,3246.0,0.56
2025-00622,2025-07-17,Lota,furgon,22.96,31.63,5,11,0.5817,4815.0,1.083
2025-00495,2025-07-18,Arauco,furgon,33.49,5.84,6,17,,7248.0,2.006
2025-00139,2025-07-18,Hualpen,moto,24.52,40.26,4,6,,3789.0,1.066
2025-00433,2025-07-18,Lota,furgon,16.44,32.2,5,14,,2561.0,0.823
2025-00414,2025-07-19,Laja,moto,65.4,10.45,4,16,,8315.0,1.906
2025-00572,2025-07-19,Chiguayante,camion_ligero,11.32,5.58,4,18,0.5871,3389.0,0.865
2025-00067,2025-07-20,Chiguayante,moto,7.78,17.82,6,7,0.7061,1966.0,0.661
2025-01017,2025-07-20,Penco,moto,29.07,17.29,2,8,,4432.0,1.361
2025-00592,2025-07-20,Florida,furgon,22.98,9.82,8,12,0.7399,3641.0,0.918
2025-00303,2025-07-20,Chiguayante,camion_ligero,11.24,11.88,2,10,0.6556,2499.0,0.481
2025-00729,2025-07-20,Nacimiento,furgon,54.95,17.85,1,11,,7711.0,2.066
2025-00268,2025-07-21,Tome,furgon,13.01,13.54,2,10,0.9968,2016.0,0.366
2025-01151,2025-07-21,Yumbel,camion_ligero,12.82,10.69,7,7,,5873.0,1.47
2025-00937,2025-07-21,Laja,moto,46.19,12.1,3,9,,6943.0,1.753
2025-01095,2025-07-23,Santa Juana,furgon,7.44,8.21,4,16,,2686.0,0.809
2025-00612,2025-07-23,Tome,furgon,18.7,16.04,2,9,0.6868,5012.0,1.098
2025-01396,2025-07-23,Talcahuano,moto,25.59,17.05,1,6,,4100.0,0.918
2025-00358,2025-07-23,Los Angeles,furgon,40.41,4.59,3,12,,6726.0,1.547
2025-00123,2025-07-23,Cabrero,moto,98.99,3.3,3,17,,11177.0,3.512
2025-00631,2025-07-23,Yumbel,furgon,59.08,54.65,2,13,,10188.0,2.36
2025-00926,2025-07-23,Yumbel,moto,66.39,15.07,7,19,,9877.0,2.338
2025-00322,2025-07-24,Hualqui,furgon,19.1,6.18,5,18,0.7163,4402.0,0.993
2025-01291,2025-07-24,Tome,furgon,20.02,18.89,7,7,0.9632,5351.0,1.073
2025-01132,2025-07-24,Hualqui,moto,26.15,1.37,6,9,0.767,4053.0,1.069
2025-00253,2025-07-24,Lebu,camion_ligero,26.33,11.24,7,17,,6127.0,1.728
2025-00819,2025-07-25,Nacimiento,moto,59.72,2.11,3,8,0.691,10532.0,2.365
2025-01023,2025-07-25,Florida,moto,14.44,32.82,8,6,0.5939,3706.0,0.911
2025-00169,2025-07-25,San Pedro de la Paz,camion_ligero,18.71,17.8,8,13,,8090.0,1.649
2025-00108,2025-07-26,Arauco,camion_ligero,71.12,23.85,6,13,0.5884,13713.0,3.532
2025-01029,2025-07-26,Nacimiento,furgon,83.26,13.79,6,6,,12655.0,2.882
2025-01111,2025-07-26,Yumbel,furgon,78.56,34.99,3,8,,15447.0,3.428
2025-00081,2025-07-26,Curanilahue,camion_ligero,58.16,6.88,4,14,,8296.0,2.383
2025-01134,2025-07-26,Laja,moto,44.25,6.16,4,14,0.6103,5787.0,1.431
2025-00617,2025-07-27,Laja,moto,52.09,13.47,5,6,0.7111,7080.0,1.544
2025-00839,2025-07-27,Nacimiento,camion_ligero,33.57,15.17,3,19,,8776.0,1.91
2025-00626,2025-07-27,Hualpen,moto,14.54,46.02,3,14,0.5229,3130.0,0.54
2025-01001,2025-07-27,Arauco,furgon,67.55,15.03,6,19,,14734.0,3.834
2025-00820,2025-07-27,Cabrero,moto,100.06,22.72,5,14,0.9165,9833.0,2.569
2025-01269,2025-07-27,Tome,furgon,21.48,11.81,3,7,0.6623,3941.0,1.03
2025-00981,2025-07-27,Los Angeles,furgon,12.33,9.5,3,18,,4945.0,0.911
2025-00678,2025-07-28,Yumbel,moto,55.38,31.45,8,17,,11120.0,2.613
2025-00012,2025-07-28,Penco,furgon,17.1,7.94,2,9,0.7746,4085.0,1.018
2025-01153,2025-07-29,Yumbel,moto,50.75,49.88,7,13,,7684.0,1.969
2025-01303,2025-07-29,Tome,furgon,24.63,13.89,3,6,0.7966,3196.0,0.771
2025-00120,2025-07-29,Santa Juana,camion_ligero,11.64,9.94,3,12,0.6634,3864.0,0.798
2025-00306,2025-07-30,Talcahuano,furgon,17.05,11.7,6,6,,4060.0,0.938
2025-01326,2025-07-30,Arauco,camion_ligero,54.67,23.09,5,6,,10445.0,2.661
2025-00023,2025-07-30,Santa Juana,moto,14.76,28.14,6,12,0.7269,2362.0,0.64
2025-01086,2025-07-30,Lebu,moto,55.46,16.02,6,7,,9412.0,2.298
2025-01159,2025-07-30,Nacimiento,furgon,87.47,21.28,4,10,,14470.0,3.185
2025-01277,2025-07-30,Florida,moto,20.37,30.86,7,18,0.6756,6408.0,1.544
2025-00833,2025-07-31,Cabrero,furgon,49.27,23.39,5,13,,7677.0,1.836
2025-00599,2025-07-31,Coronel,moto,25.36,3.36,8,11,0.348,5619.0,1.276
2025-01343,2025-07-31,Nacimiento,furgon,53.45,14.81,1,10,,8975.0,2.037
2025-00416,2025-08-01,Concepcion,furgon,12.36,22.69,6,17,0.669,3027.0,0.694
2025-00733,2025-08-01,Hualqui,moto,25.72,19.92,3,12,0.5966,3889.0,1.071
2025-01008,2025-08-01,Florida,camion_ligero,18.01,35.93,6,11,0.7081,4002.0,1.099
2025-01241,2025-08-01,Coronel,furgon,18.76,8.17,4,17,0.6428,4534.0,1.003
2025-00924,2025-08-02,Hualqui,camion_ligero,26.55,7.77,1,6,0.5683,4939.0,1.023
2025-01002,2025-08-02,Talcahuano,furgon,5.04,19.53,6,11,0.7008,738.0,0.213
2025-00024,2025-08-02,Coronel,camion_ligero,24.96,29.97,5,7,0.3151,8405.0,1.983
2025-01226,2025-08-03,Hualqui,furgon,21.67,12.74,7,16,0.4835,5545.0,1.071
2025-00247,2025-08-03,Florida,moto,10.7,23.66,2,10,0.498,279.0,0.363
2025-01178,2025-08-03,Laja,camion_ligero,75.58,9.16,2,6,,14955.0,3.377
2025-01031,2025-08-03,Coronel,camion_ligero,19.89,7.94,3,11,0.5223,4000.0,1.079
2025-00681,2025-08-03,Laja,furgon,23.98,5.64,2,10,,3800.0,0.848
2025-00163,2025-08-04,Cabrero,moto,52.64,11.51,6,15,0.6306,6363.0,1.785
2025-00400,2025-08-04,Yumbel,furgon,91.23,45.3,6,18,,20386.0,4.613
2025-00278,2025-08-04,Nacimiento,furgon,46.15,17.3,4,6,,7666.0,2.002
2025-00944,2025-08-04,Laja,furgon,18.21,4.54,1,16,,2035.0,0.508
2025-00855,2025-08-05,Arauco,moto,18.95,15.69,1,8,,2902.0,0.656
2025-00452,2025-08-05,Laja,moto,78.83,14.98,2,13,0.3624,10648.0,2.459
2025-00187,2025-08-05,Hualqui,camion_ligero,24.2,14.27,5,9,,4267.0,1.136
2025-01057,2025-08-05,Talcahuano,furgon,20.36,14.77,3,13,0.7619,3357.0,0.868
2025-01209,2025-08-05,Tome,moto,12.89,20.35,1,16,0.4357,1122.0,0.396
2025-00520,2025-08-05,Hualqui,moto,16.66,20.02,3,13,,2601.0,0.715
2025-00668,2025-08-05,Talcahuano,camion_ligero,27.93,5.29,1,6,0.6485,5121.0,1.139
2025-00533,2025-08-05,San Pedro de la Paz,furgon,29.84,13.5,6,19,0.6463,7115.0,1.691
2025-00660,2025-08-05,Coronel,furgon,23.62,20.07,6,11,0.5766,5065.0,1.236
2025-00656,2025-08-05,Yumbel,furgon,73.25,44.23,5,15,,12171.0,2.891
2025-01133,2025-08-06,Hualqui,furgon,19.12,15.69,4,19,0.8446,4309.0,0.981
2025-00075,2025-08-06,Penco,camion_ligero,8.94,9.58,8,17,0.3527,3891.0,1.083
2025-00594,2025-08-08,Tome,furgon,20.09,9.41,4,8,0.4803,3556.0,0.95
2025-00152,2025-08-08,Coronel,furgon,13.31,8.7,6,15,1.0,3330.0,0.646
2025-00188,2025-08-08,Tome,furgon,2.96,4.18,8,6,0.2749,2449.0,0.611
2025-00827,2025-08-08,Coronel,camion_ligero,10.15,4.95,2,9,0.5752,3732.0,0.667
2025-00245,2025-08-08,Arauco,furgon,50.21,27.05,7,8,,9726.0,2.574
2025-01191,2025-08-09,Concepcion,moto,19.66,7.69,7,18,0.6949,4085.0,0.838
2025-00742,2025-08-09,Tome,camion_ligero,17.87,3.77,8,15,0.6624,4691.0,1.063
2025-01249,2025-08-09,Arauco,moto,23.55,23.13,1,16,,1459.0,0.433
2025-00099,2025-08-09,Concepcion,furgon,20.67,1.94,5,10,0.6441,5144.0,0.979
2025-00307,2025-08-09,Curanilahue,moto,22.62,32.15,6,6,,4181.0,0.855
2025-00575,2025-08-09,Tome,moto,15.76,29.16,8,18,0.5437,4390.0,1.17
2025-00318,2025-08-10,Chiguayante,furgon,17.52,34.29,1,15,0.5773,3176.0,0.754
2025-00487,2025-08-10,Yumbel,camion_ligero,47.86,43.21,7,10,,9961.0,2.567
2025-00951,2025-08-10,Cabrero,furgon,42.82,5.44,3,6,,5049.0,1.419
2025-00172,2025-08-10,Arauco,furgon,61.55,25.03,1,11,,9147.0,2.232
2025-01324,2025-08-10,Nacimiento,camion_ligero,61.79,30.63,4,13,,11074.0,2.767
2025-00897,2025-08-11,Hualpen,moto,18.65,16.84,1,17,0.4543,3314.0,0.687
2025-01186,2025-08-11,Santa Juana,moto,17.02,22.67,6,7,0.8041,4903.0,0.875
2025-00277,2025-08-11,Coronel,camion_ligero,15.41,26.09,7,10,,4952.0,1.231
2025-00266,2025-08-11,Cabrero,moto,54.69,7.95,5,14,0.6386,6787.0,1.65
2025-01273,2025-08-11,Hualpen,camion_ligero,13.87,32.21,5,15,0.6558,2493.0,0.918
2025-00157,2025-08-12,Santa Juana,moto,15.2,15.47,2,15,0.643,2268.0,0.601
2025-01264,2025-08-12,Santa Juana,furgon,26.85,7.97,2,16,,3766.0,1.045
2025-01248,2025-08-12,Nacimiento,furgon,78.63,5.54,8,19,0.4737,19350.0,4.104
2025-01079,2025-08-12,Florida,camion_ligero,30.5,9.7,5,11,0.6251,7010.0,1.454
2025-00813,2025-08-12,Hualpen,moto,23.56,7.72,5,18,0.3295,6265.0,1.186
2025-01372,2025-08-12,Curanilahue,furgon,17.33,10.47,4,11,0.551,3820.0,0.868
2025-00831,2025-08-12,Cabrero,moto,55.9,13.68,5,14,0.7661,7594.0,1.627
2025-01259,2025-08-12,Nacimiento,furgon,49.4,7.91,3,6,,6862.0,1.645
2025-01003,2025-08-13,Yumbel,camion_ligero,15.95,24.36,7,15,0.5299,4077.0,0.969
2025-00198,2025-08-13,Arauco,moto,73.76,9.23,2,10,,9508.0,2.403
2025-00672,2025-08-13,Los Angeles,furgon,63.5,8.59,5,17,,11779.0,2.808
2025-00284,2025-08-14,Tome,moto,19.74,14.23,6,8,0.7511,3391.0,1.016
2025-01063,2025-08-14,Arauco,moto,81.33,54.79,2,7,,11912.0,2.945
2025-00879,2025-08-14,Coronel,furgon,23.77,25.66,1,18,0.3055,5614.0,1.274
2025-00771,2025-08-14,Tome,camion_ligero,11.87,18.83,8,13,0.75,4380.0,1.034
2025-00143,2025-08-15,San Pedro de la Paz,furgon,23.99,8.56,3,7,0.5539,5055.0,1.341
2025-01116,2025-08-15,Concepcion,furgon,24.76,16.94,1,16,0.6249,4243.0,0.804
2025-01258,2025-08-15,Chiguayante,moto,11.78,19.16,2,19,0.7654,4384.0,0.81
2025-00008,2025-08-15,Hualqui,camion_ligero,25.8,10.42,6,11,0.2803,6465.0,1.443
2025-01255,2025-08-15,Talcahuano,furgon,23.29,7.3,4,16,0.6341,3280.0,0.673
2025-00663,2025-08-16,Hualqui,furgon,10.68,71.38,8,11,0.7276,4707.0,1.026
2025-00778,2025-08-16,Cabrero,moto,44.75,32.33,6,11,,7181.0,1.565
2025-00043,2025-08-16,Cabrero,furgon,53.42,10.19,2,10,0.875,7145.0,1.714
2025-00519,2025-08-16,Florida,furgon,18.49,16.65,3,19,0.8061,3473.0,0.892
2025-00205,2025-08-16,Arauco,furgon,26.99,9.53,4,15,,3852.0,1.134
2025-01177,2025-08-16,Yumbel,furgon,71.47,0.8,4,16,0.5857,8669.0,2.0
2025-01058,2025-08-17,Yumbel,furgon,64.83,11.99,8,7,,14466.0,3.555
2025-01308,2025-08-19,San Pedro de la Paz,moto,11.83,31.1,4,13,0.6761,2463.0,0.617
2025-01314,2025-08-20,Florida,furgon,9.04,2.19,4,11,,498.0,0.302
2025-00785,2025-08-20,Lota,moto,12.25,2.92,2,6,0.4536,3357.0,0.697
