id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2024-00982,2024-06-16,Santa Juana,furgon,13.94,20.7,6,15,0.6913,2372.0,0.446
2024-01056,2024-06-17,Tome,furgon,14.35,6.9,4,10,0.6846,1928.0,0.607
2024-01101,2024-06-18,Hualpen,camion_ligero,23.92,2.96,5,10,0.439,5492.0,1.283
2024-00313,2024-06-18,Hualpen,furgon,10.98,13.03,7,8,0.6867,4178.0,0.92
2024-01112,2024-06-18,Hualqui,furgon,4.38,5.24,8,6,0.7277,3612.0,0.685
2024-00648,2024-06-19,Hualpen,furgon,16.23,17.5,8,6,0.5184,5035.0,1.334
2024-00199,2024-06-19,San Pedro de la Paz,furgon,15.34,9.6,7,9,0.4886,4146.0,0.92
2024-00869,2024-06-19,Coronel,moto,8.08,9.51,6,13,0.4102,2084.0,0.484
2024-00194,2024-06-19,Hualpen,camion_ligero,17.2,26.34,1,15,0.6343,3024.0,0.977
2024-00408,2024-06-19,San Pedro de la Paz,furgon,21.51,11.13,3,7,0.7504,5494.0,1.206
2024-01018,2024-06-19,Penco,moto,10.98,15.07,7,12,0.9842,3465.0,0.61
2024-00130,2024-06-20,Penco,moto,8.08,41.83,7,16,0.3271,3813.0,0.647
2024-00240,2024-06-20,Santa Juana,furgon,16.51,20.93,6,17,0.6386,5470.0,1.233
2024-00094,2024-06-20,Coronel,moto,7.64,18.96,7,13,0.6114,1753.0,0.615
2024-00815,2024-06-20,Talcahuano,camion_ligero,25.28,46.23,1,10,0.9692,3138.0,0.8
2024-01097,2024-06-21,Lota,camion_ligero,11.4,3.17,4,7,0.6843,4123.0,0.772
2024-00471,2024-06-21,Coronel,furgon,14.19,29.21,6,6,0.4495,3604.0,1.002
2024-00319,2024-06-21,Florida,camion_ligero,20.71,14.13,4,6,0.5861,4677.0,1.092
2024-00990,2024-06-22,Talcahuano,furgon,13.76,42.58,8,15,0.4276,4382.0,1.238
2024-00251,2024-06-22,Hualqui,furgon,15.35,26.64,7,10,0.7767,3952.0,0.999
2024-00850,2024-06-22,Penco,furgon,19.83,5.1,3,16,0.606,3421.0,0.744
2024-00844,2024-06-22,San Pedro de la Paz,moto,15.26,20.27,8,16,0.8124,3608.0,0.884
2024-00085,2024-06-23,Florida,furgon,13.31,15.97,2,16,0.4296,2170.0,0.392
2024-00615,2024-06-23,San Pedro de la Paz,furgon,20.3,5.5,5,8,0.8524,5295.0,1.161
2024-00898,2024-06-24,Chiguayante,furgon,18.59,78.49,7,12,0.4897,4406.0,1.26
2024-00572,2024-06-24,Hualpen,furgon,20.98,18.79,1,9,0.4502,3693.0,0.97
2024-00998,2024-06-25,Tome,moto,18.32,15.58,7,6,0.7044,3930.0,0.699
2024-00631,2024-06-26,Concepcion,furgon,15.64,34.85,3,11,0.7242,3195.0,0.725
2024-00165,2024-06-26,Hualpen,camion_ligero,17.12,15.69,8,13,0.407,6184.0,1.404
2024-01178,2024-06-26,Tome,moto,22.78,35.16,7,6,0.6951,1967.0,0.608
2024-01113,2024-06-26,Tome,camion_ligero,10.92,34.8,8,18,0.4125,4726.0,1.209
2024-01190,2024-06-27,Tome,furgon,14.98,17.59,3,17,0.542,3624.0,0.755
2024-00594,2024-06-27,Penco,camion_ligero,23.19,2.04,3,12,0.3836,6019.0,1.177
2024-00921,2024-06-27,Tome,moto,23.36,25.84,4,7,0.5441,4544.0,1.091
2024-00936,2024-06-28,Concepcion,moto,20.75,37.46,2,18,0.3173,4206.0,1.296
2024-00393,2024-06-28,Florida,camion_ligero,9.32,40.94,8,8,0.4884,6913.0,1.513
2024-01073,2024-06-28,Coronel,furgon,14.93,14.74,4,13,0.6193,3163.0,0.812
2024-00265,2024-06-29,Concepcion,furgon,16.82,28.22,5,7,0.6245,4432.0,1.244
2024-00834,2024-06-29,Coronel,camion_ligero,21.88,15.79,4,12,0.4841,4257.0,1.139
2024-00134,2024-06-30,Talcahuano,furgon,14.92,22.25,5,9,0.6368,1903.0,0.678
2024-00258,2024-06-30,Tome,camion_ligero,22.26,20.62,5,17,0.4655,6077.0,1.565
2024-00259,2024-07-02,Lota,furgon,22.24,9.35,5,12,0.5618,5410.0,1.22
2024-00836,2024-07-02,Florida,furgon,13.82,9.95,3,11,0.452,2024.0,0.613
2024-01090,2024-07-02,Tome,furgon,15.82,19.08,4,14,0.6716,5140.0,0.838
2024-00656,2024-07-02,Florida,camion_ligero,17.05,16.76,4,18,0.4928,5100.0,1.262
2024-00924,2024-07-02,Tome,moto,19.26,31.72,7,11,0.4335,3946.0,1.012
2024-00198,2024-07-02,Penco,moto,20.76,26.11,8,12,0.7427,2894.0,0.612
2024-00946,2024-07-02,Chiguayante,moto,23.07,1.74,7,16,0.433,4330.0,0.851
2024-01084,2024-07-02,Talcahuano,moto,15.29,9.26,3,14,0.7558,651.0,0.383
2024-00895,2024-07-03,Florida,camion_ligero,9.91,43.25,8,6,0.3722,4121.0,1.098
2024-00792,2024-07-04,Florida,moto,11.8,26.07,2,11,0.4719,1454.0,0.559
2024-00676,2024-07-04,Penco,furgon,22.41,29.84,3,11,0.561,6200.0,1.22
2024-00794,2024-07-04,Santa Juana,furgon,12.08,8.85,1,11,0.6397,2070.0,0.387
2024-00037,2024-07-04,Florida,furgon,15.17,17.1,7,6,0.5565,3641.0,0.853
2024-00406,2024-07-05,San Pedro de la Paz,moto,21.88,17.15,2,18,0.4335,4280.0,1.32
2024-00370,2024-07-05,Tome,moto,27.36,19.09,6,15,0.7407,7598.0,1.36
2024-00682,2024-07-05,Tome,camion_ligero,19.78,20.1,4,10,0.5103,3806.0,0.982
2024-00624,2024-07-05,Chiguayante,furgon,18.94,24.88,2,6,0.1545,4398.0,0.891
2024-00668,2024-07-05,Tome,furgon,19.45,16.88,2,13,0.7802,2983.0,0.522
2024-00278,2024-07-05,Talcahuano,furgon,18.06,25.94,7,7,0.4942,5278.0,1.233
2024-00005,2024-07-05,Santa Juana,camion_ligero,23.27,18.27,2,14,0.7374,3803.0,0.902
2024-00579,2024-07-05,Penco,camion_ligero,21.8,9.45,8,9,0.9411,5509.0,1.378
2024-00820,2024-07-05,Hualqui,furgon,18.77,26.01,1,14,0.3577,2762.0,0.617
2024-00538,2024-07-05,Hualqui,moto,20.16,12.95,1,14,0.7063,3509.0,0.641
2024-00112,2024-07-05,Talcahuano,camion_ligero,20.83,2.61,7,9,0.615,7178.0,1.654
2024-00252,2024-07-05,Tome,furgon,12.21,37.69,6,14,0.7462,4797.0,1.176
2024-00933,2024-07-06,Santa Juana,furgon,8.59,19.8,7,9,0.587,4332.0,0.927
2024-00423,2024-07-06,Tome,camion_ligero,17.61,18.74,6,9,0.4553,5185.0,1.396
2024-00965,2024-07-07,Penco,camion_ligero,8.63,8.82,4,18,0.7426,4550.0,0.852
2024-00669,2024-07-07,Santa Juana,camion_ligero,23.81,17.9,4,6,0.7634,4515.0,0.969
2024-00804,2024-07-07,Tome,moto,18.77,40.84,8,17,0.4327,4845.0,1.374
2024-00880,2024-07-08,Chiguayante,furgon,13.81,7.59,3,7,0.9966,3780.0,0.84
2024-00537,2024-07-08,Hualpen,furgon,25.63,23.13,3,13,0.7015,5233.0,1.012
2024-01053,2024-07-09,Coronel,furgon,15.57,8.95,1,16,0.6886,2604.0,0.463
2024-00613,2024-07-09,Penco,camion_ligero,22.86,12.76,2,15,0.2485,6214.0,1.491
2024-01064,2024-07-09,Penco,moto,7.41,17.04,1,6,0.7117,211.0,0.15
2024-00894,2024-07-09,Tome,moto,34.45,8.41,4,9,0.853,5155.0,1.104
2024-00002,2024-07-09,Santa Juana,furgon,25.11,26.21,6,7,0.8636,4706.0,1.198
2024-00176,2024-07-10,San Pedro de la Paz,camion_ligero,15.72,10.81,1,10,0.4848,3539.0,0.773
2024-00340,2024-07-10,Penco,moto,15.63,16.7,2,15,1.0,1308.0,0.398
2024-00760,2024-07-10,Santa Juana,moto,18.06,22.56,6,15,0.7087,3115.0,0.886
2024-00407,2024-07-11,Concepcion,furgon,7.22,30.77,7,13,0.6792,1986.0,0.507
2024-01070,2024-07-11,San Pedro de la Paz,moto,15.03,27.33,6,17,0.5341,3227.0,0.807
2024-00492,2024-07-11,Coronel,moto,20.57,1.56,1,8,0.571,3031.0,0.878
2024-01164,2024-07-11,Tome,camion_ligero,25.07,10.43,3,7,0.6421,6862.0,1.562
2024-00402,2024-07-12,Tome,furgon,19.61,38.51,3,11,0.4824,2706.0,0.732
2024-00169,2024-07-12,Hualpen,moto,11.44,5.65,6,9,0.696,1167.0,0.405
2024-00952,2024-07-12,Santa Juana,furgon,8.63,19.67,3,11,0.802,1404.0,0.311
2024-00372,2024-07-12,Coronel,moto,20.47,5.06,4,14,0.5772,3956.0,0.698
2024-00083,2024-07-12,Hualqui,moto,9.12,15.34,8,18,0.3306,2669.0,0.6
2024-00448,2024-07-12,Concepcion,furgon,16.63,12.86,7,7,0.3635,6117.0,1.245
2024-01127,2024-07-13,Hualqui,moto,10.54,29.55,6,7,0.5587,4579.0,0.978
2024-01087,2024-07-13,San Pedro de la Paz,moto,8.92,6.63,5,8,0.8059,2068.0,0.505
2024-00163,2024-07-13,Penco,moto,16.59,12.07,3,15,0.3814,3311.0,0.629
2024-00436,2024-07-15,Santa Juana,furgon,21.9,17.6,7,17,0.6343,5454.0,1.493
2024-00838,2024-07-15,Florida,moto,15.62,10.53,2,11,0.7137,1640.0,0.392
2024-00276,2024-07-15,Penco,camion_ligero,12.05,6.15,6,6,0.3793,4722.0,0.815
2024-00114,2024-07-16,Hualqui,camion_ligero,15.08,25.33,5,17,0.4237,4315.0,1.067
2024-01062,2024-07-16,Talcahuano,camion_ligero,15.96,8.94,1,12,0.472,2101.0,0.415
2024-00104,2024-07-16,Santa Juana,furgon,13.65,16.21,5,13,0.434,3289.0,0.794
2024-00713,2024-07-16,Coronel,furgon,26.13,2.56,8,9,0.3632,7995.0,1.719
2024-00061,2024-07-16,Hualpen,camion_ligero,23.46,17.02,4,7,0.4772,6543.0,1.429
2024-00718,2024-07-16,Santa Juana,moto,13.94,10.45,2,18,0.7427,3514.0,0.689
2024-01102,2024-07-16,Tome,furgon,14.86,30.38,1,15,0.5181,1735.0,0.652
2024-00012,2024-07-16,Santa Juana,furgon,10.33,23.83,1,12,0.7392,1050.0,0.324
2024-00214,2024-07-17,Florida,moto,11.32,28.83,1,9,0.5467,1567.0,0.562
2024-00603,2024-07-17,Coronel,furgon,16.39,16.49,1,6,0.9261,1840.0,0.539
2024-00382,2024-07-17,Hualpen,camion_ligero,14.85,24.93,7,9,0.5914,7067.0,1.241
2024-00416,2024-07-17,Tome,moto,8.77,21.1,1,13,0.9307,1655.0,0.522
2024-00057,2024-07-17,San Pedro de la Paz,moto,18.69,4.54,2,19,0.4859,4285.0,1.017
2024-00364,2024-07-17,Talcahuano,furgon,15.23,20.59,7,11,0.6993,3732.0,1.023
2024-00778,2024-07-18,Tome,moto,6.67,38.01,3,16,0.6808,1699.0,0.382
2024-00768,2024-07-18,Hualpen,moto,21.28,14.1,7,10,0.654,4227.0,0.944
2024-00664,2024-07-18,Santa Juana,camion_ligero,33.28,25.36,5,7,0.8776,8103.0,1.942
2024-00606,2024-07-18,Tome,moto,30.45,33.7,3,18,0.3393,7538.0,1.681
2024-00745,2024-07-18,San Pedro de la Paz,camion_ligero,15.1,7.42,7,9,0.2277,5962.0,1.379
2024-00634,2024-07-19,San Pedro de la Paz,moto,5.33,23.9,7,10,0.6968,2057.0,0.467
2024-01130,2024-07-19,Coronel,moto,18.59,22.01,6,15,0.6067,3815.0,0.798
2024-00438,2024-07-19,Hualqui,furgon,15.66,8.02,4,17,0.6098,2813.0,0.869
2024-00352,2024-07-19,Hualpen,camion_ligero,14.14,23.16,4,9,0.7187,4352.0,1.068
2024-00332,2024-07-19,Talcahuano,camion_ligero,4.41,73.86,6,14,0.609,3394.0,0.739
2024-00847,2024-07-19,Florida,furgon,24.21,26.66,1,19,0.387,7273.0,1.425
2024-00031,2024-07-20,Chiguayante,moto,26.55,9.62,8,7,0.4166,5267.0,1.416
2024-00124,2024-07-20,Concepcion,furgon,20.65,27.91,3,16,0.5036,3186.0,0.758
2024-00465,2024-07-20,San Pedro de la Paz,camion_ligero,22.08,24.84,3,11,0.7345,4401.0,1.241
2024-00208,2024-07-20,Penco,furgon,22.15,34.88,7,13,0.7416,4364.0,0.979
2024-01037,2024-07-21,Concepcion,furgon,22.68,42.31,3,11,0.5241,4760.0,1.07
2024-00015,2024-07-21,Chiguayante,furgon,15.7,7.3,7,14,0.3799,4069.0,0.797
2024-00991,2024-07-21,Penco,moto,25.95,10.98,4,8,0.7278,5499.0,1.275
2024-00951,2024-07-21,San Pedro de la Paz,furgon,27.52,17.79,8,12,0.4779,2928.0,0.888
2024-00170,2024-07-22,Hualqui,moto,21.0,20.32,7,10,0.7126,4475.0,1.004
2024-00320,2024-07-22,Florida,camion_ligero,18.34,38.78,2,6,0.8031,4023.0,0.952
2024-00626,2024-07-23,Coronel,furgon,13.89,7.91,6,13,0.5393,3656.0,0.885
2024-00324,2024-07-23,Coronel,camion_ligero,21.64,27.23,3,12,0.515,5377.0,1.402
2024-00941,2024-07-23,Talcahuano,furgon,33.56,12.16,4,19,0.4048,9032.0,1.837
2024-00558,2024-07-23,Concepcion,moto,18.28,9.21,3,6,0.6164,1767.0,0.623
2024-00597,2024-07-24,Hualpen,moto,16.43,11.98,4,12,0.4016,2211.0,0.744
2024-00568,2024-07-24,Concepcion,moto,16.04,8.59,2,18,0.6196,3988.0,0.694
2024-00915,2024-07-24,Hualpen,camion_ligero,22.16,14.51,1,16,0.7573,1165.0,0.61
2024-01126,2024-07-25,Penco,furgon,4.85,10.5,7,13,0.5123,1211.0,0.652
2024-00042,2024-07-25,Coronel,furgon,14.94,37.17,7,15,0.5264,4479.0,0.925
2024-00504,2024-07-25,San Pedro de la Paz,moto,23.34,9.73,5,14,0.3764,4106.0,0.988
2024-00404,2024-07-25,Concepcion,furgon,24.68,12.76,4,17,0.7855,4722.0,1.244
2024-01012,2024-07-25,Santa Juana,furgon,22.61,1.41,7,15,0.5711,4514.0,0.924
2024-00118,2024-07-25,Coronel,moto,20.53,21.47,6,9,0.7607,3385.0,0.92
2024-00013,2024-07-25,Florida,camion_ligero,10.68,4.98,4,6,0.6138,2949.0,0.88
2024-00756,2024-07-26,Coronel,moto,10.69,15.33,2,18,0.5894,1421.0,0.423
2024-00518,2024-07-27,Chiguayante,furgon,9.75,48.36,2,6,0.7088,2423.0,0.492
2024-00052,2024-07-27,Tome,moto,19.39,4.51,8,18,0.3908,3821.0,1.057
2024-00030,2024-07-27,Penco,furgon,26.65,11.91,1,14,0.5448,4812.0,1.105
2024-00549,2024-07-27,San Pedro de la Paz,furgon,22.51,10.68,1,7,0.8515,3125.0,0.779
2024-00266,2024-07-28,Florida,moto,19.41,10.76,3,9,0.6452,4758.0,0.941
2024-00779,2024-07-28,Hualqui,camion_ligero,11.57,4.1,6,15,0.4997,3670.0,0.889
2024-00405,2024-07-28,Santa Juana,moto,19.59,23.24,7,11,0.5628,3838.0,1.071
2024-00196,2024-07-28,Hualqui,moto,20.17,11.29,3,19,0.7786,4007.0,0.907
2024-00593,2024-07-28,Concepcion,camion_ligero,11.11,31.97,3,19,0.4706,3029.0,0.838
2024-01140,2024-07-29,Hualqui,furgon,17.82,14.52,4,8,0.4903,5250.0,1.096
2024-00048,2024-07-29,San Pedro de la Paz,moto,19.61,7.0,2,18,0.8624,2465.0,0.54
2024-00665,2024-07-29,San Pedro de la Paz,furgon,32.44,35.8,1,6,0.4836,6537.0,1.356
2024-00742,2024-07-29,Concepcion,furgon,11.12,14.09,5,19,0.5053,983.0,0.516
2024-00140,2024-07-31,Coronel,moto,27.73,50.45,5,17,0.6938,4658.0,1.359
2024-00289,2024-07-31,Hualpen,camion_ligero,20.74,18.18,6,11,0.6107,4982.0,1.235
2024-00128,2024-07-31,Hualpen,moto,26.8,0.5,3,19,0.6852,4147.0,0.946
2024-01181,2024-07-31,Concepcion,furgon,16.78,7.8,1,14,0.8104,1305.0,0.525
2024-00148,2024-07-31,Tome,moto,15.55,12.27,8,15,0.7377,3690.0,0.895
2024-00268,2024-08-01,Concepcion,furgon,25.77,29.95,7,11,0.6926,4818.0,1.235
2024-00443,2024-08-02,San Pedro de la Paz,moto,17.82,35.33,4,6,0.9075,2433.0,0.563
2024-00322,2024-08-03,Hualpen,furgon,20.99,39.4,4,9,0.8538,4324.0,1.11
2024-01128,2024-08-04,Chiguayante,camion_ligero,12.13,14.18,3,14,0.7959,1591.0,0.524
2024-00882,2024-08-05,Penco,furgon,9.7,38.64,2,19,0.9617,3255.0,0.768
2024-00462,2024-08-05,San Pedro de la Paz,camion_ligero,14.97,0.65,2,15,0.5487,3635.0,0.633
2024-00693,2024-08-05,San Pedro de la Paz,furgon,17.8,22.76,3,10,0.6295,2941.0,0.841
2024-00728,2024-08-05,Talcahuano,moto,21.39,21.84,6,13,0.5817,4129.0,1.044
2024-00006,2024-08-06,Talcahuano,furgon,13.01,4.09,4,16,0.6819,2286.0,0.512
2024-00913,2024-08-06,Chiguayante,camion_ligero,25.3,30.58,1,12,0.9357,4912.0,1.011
2024-00213,2024-08-06,Chiguayante,furgon,12.84,7.93,1,17,0.3839,2098.0,0.693
2024-00447,2024-08-07,Hualqui,furgon,13.43,12.44,1,15,0.396,1769.0,0.328
2024-00135,2024-08-07,Hualpen,furgon,27.27,24.85,3,17,0.6302,6015.0,1.389
2024-00592,2024-08-07,Tome,furgon,17.15,30.3,5,8,0.7918,5384.0,1.237
2024-00757,2024-08-08,Florida,moto,27.38,14.14,6,10,0.7423,4643.0,0.959
2024-00283,2024-08-09,Hualqui,moto,16.64,45.92,6,6,0.5143,5065.0,0.965
2024-00293,2024-08-09,Florida,camion_ligero,5.61,16.71,1,19,0.4866,1763.0,0.432
2024-00612,2024-08-09,Penco,furgon,7.86,28.83,3,9,0.5879,2578.0,0.532
2024-00903,2024-08-09,San Pedro de la Paz,camion_ligero,14.09,45.68,5,11,0.5425,3588.0,0.766
2024-00501,2024-08-10,Coronel,moto,13.06,14.05,8,8,0.3353,2643.0,0.779
2024-00034,2024-08-10,Florida,furgon,24.47,11.52,1,19,0.595,5846.0,1.091
2024-00308,2024-08-11,Tome,camion_ligero,15.93,29.95,6,10,0.7697,4875.0,1.117
2024-00511,2024-08-11,Penco,camion_ligero,20.45,23.74,2,12,0.4038,4659.0,1.236
2024-01027,2024-08-12,Tome,moto,2.0,16.18,6,10,0.5994,1125.0,0.45
2024-00914,2024-08-12,Hualqui,furgon,22.68,43.43,8,14,0.7583,5381.0,1.24
2024-00028,2024-08-13,Santa Juana,moto,27.9,12.99,3,6,0.469,3443.0,0.924
2024-00376,2024-08-14,Penco,camion_ligero,25.06,13.38,4,16,0.7789,3880.0,1.21
2024-00826,2024-08-14,Penco,camion_ligero,12.82,53.47,8,7,0.9073,4030.0,1.015
2024-00678,2024-08-15,San Pedro de la Paz,furgon,13.86,30.45,5,19,0.4246,5024.0,1.136
2024-00159,2024-08-16,Florida,furgon,10.81,16.98,6,8,0.7643,5638.0,1.214
2024-00064,2024-08-16,Concepcion,moto,26.23,11.24,1,17,0.5955,2791.0,1.006
2024-00473,2024-08-16,Hualqui,moto,16.72,16.91,8,16,0.6197,2677.0,0.526
2024-00643,2024-08-17,Florida,camion_ligero,13.58,21.0,3,17,0.4179,4574.0,1.12
2024-00476,2024-08-17,Tome,furgon,13.09,43.92,7,19,0.5299,5009.0,1.202
2024-00964,2024-08-17,Concepcion,furgon,17.67,10.01,2,8,0.5267,3443.0,0.917
2024-00288,2024-08-18,Coronel,furgon,22.28,12.63,1,16,0.958,3623.0,0.845
2024-00189,2024-08-18,Coronel,camion_ligero,17.59,8.0,3,17,0.6091,6558.0,1.375
2024-00871,2024-08-19,Talcahuano,camion_ligero,14.54,50.59,6,11,0.4273,6058.0,1.185
2024-01040,2024-08-19,Tome,furgon,13.66,14.04,8,19,0.6316,4827.0,1.077
2024-00284,2024-08-19,Tome,furgon,12.11,14.59,4,15,0.9212,1120.0,0.459
2024-00839,2024-08-20,Hualpen,moto,13.18,12.07,4,11,0.9378,521.0,0.353
2024-00861,2024-08-20,Penco,camion_ligero,11.47,5.98,8,8,0.6823,3567.0,0.995
2024-01011,2024-08-20,Coronel,furgon,18.3,23.35,3,9,0.5861,5753.0,1.133
2024-00484,2024-08-20,Concepcion,furgon,25.7,20.47,6,10,0.4853,5417.0,1.219
2024-01160,2024-08-20,Concepcion,moto,15.23,12.39,7,7,0.7164,3405.0,0.903
2024-00206,2024-08-21,San Pedro de la Paz,moto,13.65,10.4,5,16,0.5045,2497.0,0.551
2024-00179,2024-08-21,Coronel,moto,17.97,4.84,4,6,1.0,2716.0,0.716
2024-00299,2024-08-21,Hualqui,furgon,24.49,15.71,8,8,0.7322,5563.0,1.451
2024-00865,2024-08-21,Coronel,camion_ligero,16.35,29.59,2,12,0.7653,3716.0,0.961
2024-01171,2024-08-21,Hualqui,camion_ligero,10.67,13.16,5,7,0.7921,3097.0,0.806
2024-01117,2024-08-22,Lota,camion_ligero,12.9,5.58,2,17,0.6285,4621.0,1.18
2024-00331,2024-08-22,Lota,moto,22.95,31.0,8,10,0.5045,2958.0,1.023
2024-00050,2024-08-23,San Pedro de la Paz,moto,14.37,7.6,4,15,0.4563,3313.0,0.663
2024-00063,2024-08-23,Santa Juana,furgon,14.21,17.3,6,9,0.6006,4440.0,1.069
2024-00543,2024-08-24,Florida,furgon,18.61,5.36,7,11,0.5334,4846.0,1.004
2024-00450,2024-08-24,Santa Juana,furgon,23.06,9.69,4,15,0.5637,3889.0,1.113
2024-01125,2024-08-24,San Pedro de la Paz,furgon,21.07,5.69,8,18,0.691,4891.0,1.284
2024-00378,2024-08-24,Hualqui,moto,24.13,8.76,2,9,0.7013,2924.0,0.657
2024-00411,2024-08-24,San Pedro de la Paz,moto,10.06,27.94,1,7,0.601,1511.0,0.325
2024-01022,2024-08-25,Lota,camion_ligero,19.52,4.52,3,16,0.6333,4412.0,0.931
2024-00541,2024-08-25,Penco,furgon,21.27,29.19,6,19,0.9531,2325.0,0.99
2024-00483,2024-08-25,Lota,furgon,2.19,15.78,5,10,0.6808,972.0,0.218
2024-00076,2024-08-27,Florida,furgon,29.12,26.08,6,11,0.7969,5814.0,1.409
2024-00874,2024-08-28,Hualpen,furgon,15.93,18.6,6,17,0.5713,4920.0,1.292
2024-00429,2024-08-28,Hualqui,moto,22.38,11.3,1,15,0.7162,2520.0,0.394
2024-00155,2024-08-28,Hualqui,camion_ligero,16.24,18.36,2,6,0.7724,4628.0,1.191
2024-00809,2024-08-28,Lota,furgon,11.88,30.9,4,7,0.9528,3089.0,0.817
2024-00868,2024-08-29,Concepcion,furgon,14.3,37.21,3,14,0.6271,2766.0,0.581
2024-00120,2024-08-29,Florida,moto,9.71,54.91,1,13,0.8799,2524.0,0.454
2024-01150,2024-08-29,San Pedro de la Paz,furgon,16.31,8.81,7,18,0.7801,3457.0,0.826
2024-00246,2024-08-29,Chiguayante,moto,22.87,25.52,1,13,0.5814,2390.0,0.624
2024-00223,2024-08-29,Hualqui,camion_ligero,22.31,11.9,1,13,0.5616,3380.0,0.682
2024-00073,2024-08-29,Hualpen,camion_ligero,29.98,8.13,6,19,0.6644,8123.0,1.968
2024-00359,2024-08-30,Penco,furgon,15.09,12.05,7,14,0.477,2958.0,0.738
2024-00380,2024-08-30,Lota,camion_ligero,25.31,25.97,4,19,0.5319,7452.0,1.535
2024-00902,2024-08-31,Penco,moto,22.17,24.03,3,18,0.542,6065.0,1.406
2024-00739,2024-08-31,Florida,moto,15.32,17.6,1,16,0.8913,1692.0,0.44
2024-00250,2024-08-31,Tome,moto,10.0,8.9,7,13,0.663,3607.0,0.824
2024-00691,2024-09-01,Concepcion,furgon,11.44,14.98,4,11,0.4456,2539.0,0.547
2024-00478,2024-09-01,Lota,camion_ligero,14.32,18.96,1,7,0.7776,3736.0,1.106
2024-00098,2024-09-01,Hualpen,camion_ligero,20.24,15.75,3,9,0.7955,7807.0,1.456
2024-00461,2024-09-02,Talcahuano,moto,25.27,24.06,8,17,0.3735,5635.0,1.514
2024-00623,2024-09-02,Lota,moto,20.39,20.06,7,12,0.849,2305.0,0.689
2024-00611,2024-09-02,Florida,camion_ligero,26.16,7.22,5,8,0.7924,7597.0,1.705
2024-00493,2024-09-03,Santa Juana,furgon,23.26,33.11,7,11,0.761,3542.0,1.14
2024-00546,2024-09-03,Santa Juana,moto,14.85,55.34,8,17,0.7702,4551.0,1.129
2024-00412,2024-09-03,Chiguayante,furgon,17.36,75.38,1,16,0.4524,3222.0,1.069
2024-00187,2024-09-03,Talcahuano,camion_ligero,19.79,18.82,3,15,0.6651,3483.0,0.978
2024-01159,2024-09-03,Hualqui,moto,22.94,8.8,5,15,0.4773,3389.0,0.82
2024-00883,2024-09-04,Talcahuano,camion_ligero,19.52,19.53,6,13,0.891,5060.0,1.069
2024-00858,2024-09-04,Talcahuano,moto,22.08,17.81,7,11,0.7798,3638.0,0.718
2024-01025,2024-09-05,Talcahuano,furgon,19.6,6.95,7,18,0.4849,4519.0,1.317
2024-00071,2024-09-05,Hualpen,furgon,11.13,16.05,5,15,0.8737,1558.0,0.581
2024-00154,2024-09-06,Lota,camion_ligero,20.13,19.13,4,16,0.5347,4348.0,1.132
2024-00976,2024-09-06,Coronel,moto,16.91,15.2,6,7,0.289,5820.0,1.286
2024-00953,2024-09-07,Penco,camion_ligero,16.82,12.32,8,9,0.5087,6298.0,1.537
2024-00217,2024-09-07,Chiguayante,furgon,20.48,17.75,5,6,0.2952,4255.0,0.92
2024-00010,2024-09-08,Lota,furgon,19.87,55.39,1,17,0.4245,5757.0,1.232
2024-00318,2024-09-08,Lota,furgon,14.45,50.19,3,14,0.5059,3300.0,0.753
2024-00681,2024-09-08,Hualpen,moto,21.54,6.99,6,15,0.5149,5069.0,1.14
2024-00410,2024-09-08,Coronel,furgon,21.35,9.67,7,16,0.4644,4723.0,1.1
2024-00129,2024-09-09,Hualqui,furgon,10.75,5.5,1,10,0.6571,1523.0,0.182
2024-00241,2024-09-09,Tome,moto,3.86,18.24,4,9,0.6544,357.0,0.204
2024-00892,2024-09-10,Chiguayante,moto,17.98,32.12,5,13,0.5625,964.0,0.437
2024-00346,2024-09-10,Florida,moto,26.09,82.09,2,14,0.693,4903.0,1.141
2024-00891,2024-09-10,Penco,furgon,21.82,11.67,2,18,0.6588,2753.0,0.722
2024-00574,2024-09-10,Penco,moto,5.84,20.58,3,11,0.9092,759.0,0.15
2024-00234,2024-09-11,Chiguayante,moto,17.89,19.48,5,15,0.5514,3054.0,0.81
2024-00811,2024-09-11,Lota,furgon,15.43,13.7,2,10,0.666,4274.0,0.805
2024-00565,2024-09-11,Chiguayante,moto,18.63,8.35,1,15,0.5648,1314.0,0.459
2024-00673,2024-09-11,Hualqui,furgon,21.39,27.67,7,10,0.868,4680.0,1.036
2024-00561,2024-09-12,Talcahuano,camion_ligero,8.16,5.84,4,7,0.547,2072.0,0.602
2024-00969,2024-09-12,Penco,camion_ligero,23.35,22.47,3,15,0.4052,4930.0,1.059
2024-00403,2024-09-12,Tome,furgon,12.01,9.61,3,12,0.8377,2780.0,0.579
2024-00852,2024-09-12,Coronel,moto,21.87,7.24,4,7,0.4698,4419.0,1.049
2024-00261,2024-09-13,Chiguayante,furgon,31.11,3.91,1,17,0.766,6009.0,1.564
2024-01081,2024-09-13,Penco,moto,21.1,24.1,3,8,0.2537,4041.0,1.02
2024-00458,2024-09-14,Hualqui,furgon,15.94,13.05,2,7,0.4893,3979.0,0.914
