Suburb,Type,Regionname,Rooms,Distance,Price,pred_Random_Forest,pred_Gradient_Boosting,pred_HistGradientBoosting,suburbio_nuevo
Kew,u,Southern Metropolitan,2,5.4,797000.0,711206.5769988344,681968.400821967,733446.0385152493,False
Kew,h,Southern Metropolitan,3,5.4,3001000.0,2232175.3750956315,2262310.304460682,2530608.0704301284,False
Keysborough,h,South-Eastern Metropolitan,3,25.2,752000.0,1046584.8540686513,763881.7294219936,730419.4025835135,True
Lalor,h,Northern Metropolitan,3,16.3,705500.0,483919.93469512946,489269.9381299643,542668.7497541421,True
Lalor,h,Northern Metropolitan,2,16.3,685000.0,501646.4990966949,515104.1036631774,602387.9620484521,True
Lalor,h,Northern Metropolitan,3,16.3,560000.0,476712.77799527126,432304.9829568291,475677.73634228855,True
Lalor,h,Northern Metropolitan,2,16.3,511500.0,428358.1717168279,371884.271371897,442428.562130136,True
Maidstone,t,Western Metropolitan,3,6.4,810000.0,798891.977835263,705017.024780564,852031.7307086274,False
Malvern East,h,Southern Metropolitan,3,8.4,1275000.0,1120761.0332494152,1373190.8439952368,1257547.9529895734,False
Malvern East,h,Southern Metropolitan,3,8.4,1690000.0,1644927.0934132189,1696955.9473794561,1647180.799116097,False
Malvern East,h,Southern Metropolitan,4,8.4,3600000.0,2453643.1371423393,2665130.5401510745,2629129.9428684786,False
Maribyrnong,t,Western Metropolitan,3,4.3,815000.0,891377.3047870968,829123.4641289435,846068.9813809339,False
Maribyrnong,h,Western Metropolitan,2,4.3,920000.0,868452.4548883588,944315.6664656443,852231.1462232155,False
Meadow Heights,h,Northern Metropolitan,3,17.4,467000.0,438237.52384568995,455821.1141899389,468545.4364872646,True
Melton,h,Western Victoria,4,31.7,405000.0,565253.6472409602,487308.3724468777,569900.7145878637,True
Melton South,h,Western Victoria,3,29.8,420000.0,551453.4457533003,542327.4281163339,511569.2502256097,True
Melton South,h,Western Victoria,3,29.8,465000.0,532465.6130640238,532530.1874742003,518888.73264774587,True
Mill Park,h,Northern Metropolitan,4,17.9,625000.0,852718.4414192169,657202.583206916,704931.8578250246,True
Mill Park,h,Northern Metropolitan,2,17.9,428000.0,590799.5496073901,442686.9939745076,537789.4432842456,True
Mill Park,h,Northern Metropolitan,4,17.9,722500.0,873695.0656735202,706113.0293197449,762776.7613733195,True
Mill Park,h,Northern Metropolitan,2,17.9,421000.0,418042.4228732159,351877.4166177557,395144.07963102334,True
Mitcham,h,Eastern Metropolitan,2,17.2,890000.0,981218.1182021375,920765.5320387239,885736.5847308266,True
Mitcham,h,Eastern Metropolitan,3,17.2,960000.0,1329918.2205631034,1131643.8554521776,1030867.9318329858,True
Montmorency,h,Eastern Metropolitan,3,16.2,755000.0,918668.4300169698,885069.9254360984,860637.0714021864,True
Moonee Ponds,u,Western Metropolitan,1,6.2,286000.0,295059.07887661085,312604.9669271089,314754.4823331756,False
Moonee Ponds,h,Western Metropolitan,3,6.2,1375000.0,1109218.699710896,1074564.8598675823,1112991.297649642,False
Moorabbin,h,Southern Metropolitan,3,14.3,1401500.0,1192217.9059026025,1308980.649628857,1238617.700747616,False
Mordialloc,h,South-Eastern Metropolitan,4,21.5,920000.0,875615.5562060459,843352.3818364309,849224.3137972712,True
Mordialloc,h,South-Eastern Metropolitan,2,21.5,1110000.0,984646.2593398647,910361.0350366784,972557.6877816046,True
Mount Evelyn,h,Eastern Victoria,3,31.6,620000.0,1686384.9543200298,1548259.5901552427,1337792.7652169345,True
Mount Waverley,h,Eastern Metropolitan,3,14.2,1200000.0,1763931.345151372,1771430.4055747574,1405511.6157956643,True
Mount Waverley,h,Eastern Metropolitan,4,14.2,1387000.0,1353748.8253898586,1147660.4625548748,1164119.6947430735,True
Mount Waverley,t,Eastern Metropolitan,4,14.2,970000.0,909289.4673404248,739440.5692778239,782076.5540777233,True
Mount Waverley,u,Eastern Metropolitan,3,14.2,870000.0,797851.0288174934,725655.1228331177,758850.0400755616,True
Mount Waverley,h,Eastern Metropolitan,3,14.2,1250000.0,1258033.9549726045,1057392.7872580704,1150666.4179004778,True
Mulgrave,h,South-Eastern Metropolitan,3,18.8,865000.0,1219583.8479451425,1049836.3796962064,1065096.777440906,True
Murrumbeena,h,Southern Metropolitan,3,10.1,1410000.0,1369010.165617554,1411168.3772421135,1442464.7796179769,False
Murrumbeena,u,Southern Metropolitan,3,10.1,1220500.0,1092706.1190628672,1157895.4754896616,1118093.4677593843,False
Murrumbeena,u,Southern Metropolitan,1,10.1,357000.0,319070.70592022396,341900.89233824227,348940.28919138224,False
Murrumbeena,h,Southern Metropolitan,4,10.1,1920000.0,1843273.0605746272,1900684.2533244158,1867566.659655772,False
Narre Warren,h,South-Eastern Metropolitan,3,34.1,597500.0,1231146.2175494365,993587.2009545963,982993.4547113405,True
Newport,h,Western Metropolitan,3,6.2,1250000.0,998990.0400394513,1033744.9867375598,1053270.2086552444,False
Newport,h,Western Metropolitan,3,6.2,1230000.0,1025179.9366620713,1032465.2687012758,1056271.877237304,False
Newport,h,Western Metropolitan,3,6.2,1220000.0,1009855.1974190582,1039990.3058631325,1087526.9060358312,False
Niddrie,h,Western Metropolitan,4,10.4,1315000.0,1073912.0037054252,1270766.1243126115,1127079.8682102682,False
Noble Park,h,South-Eastern Metropolitan,3,22.7,660000.0,1013139.3274636322,783243.1671947903,796226.9724960036,True
North Melbourne,u,Northern Metropolitan,2,1.8,570000.0,601469.6171246151,634992.5658948661,646291.054896085,False
North Melbourne,u,Northern Metropolitan,2,1.8,850000.0,708957.7248206161,781833.5524562163,774691.3351399607,False
North Warrandyte,h,Eastern Metropolitan,5,21.1,1550000.0,1657893.5265000593,1530533.3140830272,1133458.3621930492,True
Northcote,h,Northern Metropolitan,3,5.3,1000000.0,963841.3483918897,963767.6078883586,881290.8149455694,False
Northcote,h,Northern Metropolitan,3,5.3,1240000.0,1238048.339668374,1145424.4238509736,1168175.5903891858,False
Northcote,h,Northern Metropolitan,3,5.3,1590000.0,1181085.1273533371,1317790.3156205637,1265359.5316441366,False
Northcote,h,Northern Metropolitan,3,5.3,1275000.0,1125475.9486086452,983350.5461791026,936476.0766389485,False
Northcote,h,Northern Metropolitan,3,5.3,1350000.0,1189932.103417083,1075014.5163479252,1068455.2852303025,False
Nunawading,h,Eastern Metropolitan,4,15.4,1075000.0,1447161.2060904047,1185691.0945123548,1124552.2684756638,True
Oak Park,h,Northern Metropolitan,3,11.2,821000.0,764823.9709110258,750363.9119383739,723713.2202462802,False
Oak Park,h,Northern Metropolitan,4,11.2,1071888.0,848264.389420335,828632.477191127,862436.9579283884,False
Oak Park,t,Northern Metropolitan,2,11.2,560000.0,436089.5870235668,500955.1171121358,513910.3375921426,False
Oakleigh,h,Southern Metropolitan,5,12.3,1750000.0,1636444.6235205326,1655027.6641119723,1587208.5010250777,False
Oakleigh East,h,Southern Metropolitan,3,12.3,1210000.0,1170092.6833555587,1200227.1021375386,1230575.7636670563,True
Oakleigh South,h,South-Eastern Metropolitan,4,15.5,1500000.0,971235.3982504618,1063017.2634945991,965000.2343704336,False
Oakleigh South,h,South-Eastern Metropolitan,4,15.5,1215000.0,1021922.2801897892,998550.5562585633,963034.5361110562,False
Oakleigh South,h,South-Eastern Metropolitan,3,15.5,1265000.0,1118660.941430705,1016038.2094213531,1098703.447569092,False
Oakleigh South,h,South-Eastern Metropolitan,4,15.5,1050000.0,1016926.2234204339,1079787.2702980302,1009927.3785537862,False
Ormond,h,Southern Metropolitan,2,11.4,790000.0,885592.379300585,969505.2487349029,949424.0260790724,False
Pakenham,h,Eastern Victoria,4,47.3,410500.0,1067002.7694842971,856837.8057121075,877752.6423055184,True
Parkdale,h,South-Eastern Metropolitan,4,21.5,1300000.0,946570.31161569,907893.3552395819,848856.1798853384,True
Parkdale,h,South-Eastern Metropolitan,3,21.5,1400000.0,788742.7778093886,658550.09587095,745284.5839671077,True
Pascoe Vale,h,Northern Metropolitan,3,8.5,955000.0,925440.0950598211,1043926.537106043,1037684.2750420789,False
Pascoe Vale,h,Northern Metropolitan,2,8.5,860000.0,894705.5568349655,836112.1832342985,852043.4433842414,False
Pascoe Vale,h,Northern Metropolitan,2,8.5,740000.0,813810.3477750276,732447.2807225792,729342.793409266,False
Port Melbourne,u,Southern Metropolitan,2,3.5,816000.0,686713.9165129593,701841.976940163,782752.3120375297,False
Port Melbourne,u,Southern Metropolitan,3,3.5,800000.0,883872.1463247178,945035.2716932106,878661.0729095531,False
Prahran,u,Southern Metropolitan,2,4.6,1020000.0,757054.4027469076,766383.019614276,874438.7702619381,False
Prahran,u,Southern Metropolitan,2,4.6,660000.0,636956.44960074,660587.5840349525,655830.0711586162,False
Preston,h,Northern Metropolitan,3,8.4,1242000.0,1007984.9583601216,1057909.8129730483,1052973.8372964975,False
Preston,h,Northern Metropolitan,2,8.4,1365000.0,940602.4689718736,854605.4735360595,905524.5819725944,False
Preston,u,Northern Metropolitan,3,8.4,691000.0,671789.938752764,609806.0610773559,580300.7030485849,False
Preston,t,Northern Metropolitan,2,8.4,660000.0,619497.7228856292,636827.2824703263,633047.9268531551,False
Preston,t,Northern Metropolitan,3,8.4,875000.0,766204.7468037748,834034.8097131203,779979.3368214177,False
Preston,h,Northern Metropolitan,5,8.4,1350000.0,1197355.5664943315,1476752.3820839524,1495449.3524672736,False
Preston,h,Northern Metropolitan,3,8.4,1020000.0,784872.5991053471,822253.9481118522,807624.583338315,False
Reservoir,h,Northern Metropolitan,3,12.0,630000.0,509846.7135944023,440006.4074330299,526738.7317047988,False
Reservoir,h,Northern Metropolitan,3,12.0,877500.0,633328.5210355681,653367.1678710044,651395.2455977502,False
Reservoir,h,Northern Metropolitan,5,12.0,912000.0,889877.2534821376,1052411.838780714,961222.6724718919,False
Reservoir,h,Northern Metropolitan,3,12.0,685000.0,576499.1347577056,599956.0866379751,598807.8949375327,False
Reservoir,u,Northern Metropolitan,1,12.0,270000.0,303935.1801033609,252777.21151468772,236349.11416851345,False
Reservoir,h,Northern Metropolitan,3,12.0,911000.0,748385.8735240082,732908.2706101125,782964.8720448529,False
Reservoir,u,Northern Metropolitan,1,12.0,365000.0,309508.407249557,298057.1583090139,320214.9737590361,False
Reservoir,u,Northern Metropolitan,2,12.0,470000.0,337645.73293307604,375192.6423903257,353951.4606099696,False
Richmond,u,Northern Metropolitan,2,2.4,890500.0,852486.4892171123,1101837.717379151,1083660.6977143388,False
Richmond,u,Northern Metropolitan,1,2.4,355000.0,389351.9424427081,419716.00584450236,400887.1104357725,False
Richmond,h,Northern Metropolitan,3,2.4,1300000.0,1316504.7683823574,1086076.563196182,1041487.1506738366,False
Richmond,u,Northern Metropolitan,2,2.4,717000.0,661221.6312123608,795982.3555475791,755874.2525652937,False
Richmond,h,Northern Metropolitan,3,2.4,1530000.0,1369331.2437486502,1430809.9787989021,1428883.200683543,False
Riddells Creek,h,Northern Victoria,4,47.4,817000.0,866500.719664958,912588.9754732654,860297.1476493098,True
Ringwood,h,Eastern Metropolitan,3,19.9,1291000.0,1343541.0209242757,1335047.0801685515,1346826.155711571,True
Ringwood,h,Eastern Metropolitan,3,19.9,1085000.0,1383549.8859752305,1299788.1153316137,1253178.8524378173,True
Ringwood North,h,Eastern Metropolitan,3,19.9,750000.0,1030400.9981143872,958313.2543581232,945590.4484806203,True
Ripponlea,h,Southern Metropolitan,2,7.2,1005000.0,1529933.2469899717,1202355.3498362033,1358312.7632001413,False
Rowville,h,South-Eastern Metropolitan,4,23.5,860000.0,1288419.8379844096,1134655.3594774825,1080198.5823710281,True
Sandhurst,h,South-Eastern Metropolitan,4,34.7,645000.0,1180628.9196949927,980194.9712011911,1049375.2262105655,True
Sandringham,h,Southern Metropolitan,4,15.2,1770000.0,1464000.1010974997,1302392.337504331,1454222.9471442979,True
Sandringham,h,Southern Metropolitan,5,15.2,2250000.0,1863450.475117149,1312846.4477425856,1370785.4095729985,True
Scoresby,h,Eastern Metropolitan,3,22.2,833800.0,1394257.8597876325,1032935.1079972668,1077802.7173043329,True
Seaford,h,South-Eastern Metropolitan,6,35.4,1050000.0,1407458.4183106879,1326899.6701947995,1326288.5656925917,True
Seddon,h,Western Metropolitan,3,5.1,1085000.0,1127854.9404941848,1235404.4039618932,1195159.0664050586,False
Silvan,h,Eastern Victoria,4,34.6,1070000.0,1965654.4062164729,1408866.6175406328,1647319.0310689015,True
South Melbourne,h,Southern Metropolitan,3,1.9,1700000.0,1241105.541965835,1354646.6737454608,1294117.9748012135,False
South Yarra,u,Southern Metropolitan,2,2.7,470000.0,500700.7028656579,533900.3579843004,517519.0856486418,False
South Yarra,u,Southern Metropolitan,2,2.7,945000.0,495754.6770323143,606190.3906063297,596817.4634069161,False
South Yarra,h,Southern Metropolitan,3,2.7,900000.0,1231102.8865135966,1304883.066777349,1235503.133699996,False
South Yarra,h,Southern Metropolitan,3,2.7,1810000.0,1800562.529122256,1973716.0155500567,2089356.7741752788,False
Spotswood,h,Western Metropolitan,3,6.2,785000.0,950119.225018391,979533.0147782711,965547.3628310751,False
Springvale,h,South-Eastern Metropolitan,3,20.8,770000.0,1096219.1287158644,869047.0536131102,861281.2712809845,True
St Albans,h,Western Metropolitan,3,14.0,600000.0,538778.7785785153,455489.89996797155,459473.52382320707,True
St Kilda,h,Southern Metropolitan,4,5.0,1650000.0,2224297.025649146,1976268.0237979386,2091484.3061898435,False
Strathmore,h,Western Metropolitan,3,8.2,883000.0,921748.4199254008,857583.4457032437,867247.2701208127,False
Strathmore,h,Western Metropolitan,3,8.2,1650000.0,1234287.6978902495,1328788.5365611252,1435503.3166088494,False
Sunbury,h,Western Metropolitan,3,31.7,755000.0,595021.5855717827,499693.80345169624,534254.7779925098,True
Sunshine West,h,Western Metropolitan,4,10.5,780000.0,798601.1803044885,734216.7094761758,744534.543168875,False
Sunshine West,u,Western Metropolitan,3,10.5,518000.0,518288.9669169893,446336.65791061765,452387.69297110743,False
Surrey Hills,h,Southern Metropolitan,5,10.2,2000000.0,1894532.8510022,2050475.972531511,1876399.1011300327,False
Surrey Hills,h,Southern Metropolitan,3,10.2,1050000.0,1728800.993785003,1688047.630627602,1778369.0119258831,False
Taylors Lakes,h,Western Metropolitan,4,15.5,716000.0,631480.3441884165,578633.7489382908,602118.6454727306,True
Templestowe,h,Eastern Metropolitan,4,15.5,1450000.0,1278083.7031377156,1356604.204506595,1190464.9684498007,True
Templestowe,h,Eastern Metropolitan,4,15.5,1860000.0,1215142.0711297777,1124738.5494656747,1021976.5095658365,True
Templestowe Lower,h,Eastern Metropolitan,3,12.4,1181000.0,1230558.685402629,1175207.2153065607,1232820.6320730185,False
Templestowe Lower,h,Eastern Metropolitan,4,12.4,1352000.0,1151908.8008796964,1258074.0884841708,1104909.035911837,False
Thomastown,h,Northern Metropolitan,3,15.3,632500.0,432968.2700971042,442465.70574885997,488282.2502969097,True
Thomastown,u,Northern Metropolitan,3,15.3,460000.0,489279.5298557495,364622.33479265886,401611.82106404036,True
Thomastown,h,Northern Metropolitan,3,15.3,651000.0,456257.1193938016,435758.09678836656,492809.07623434684,True
Thomastown,h,Northern Metropolitan,3,15.3,831000.0,483915.5635714135,499324.9284598733,549845.9961651713,True
Thornbury,h,Northern Metropolitan,3,7.0,1250000.0,1113245.538621062,1110144.0315429575,1033643.0279783289,False
Thornbury,h,Northern Metropolitan,2,7.0,1460000.0,985688.4720262131,1036180.9934303043,993912.2267883669,False
Thornbury,h,Northern Metropolitan,2,7.0,1000000.0,979259.210128394,965910.4871987785,953498.1649343801,False
Thornbury,h,Northern Metropolitan,3,7.0,1420000.0,1089612.3586519123,1084016.6853415503,1064811.154706218,False
Toorak,u,Southern Metropolitan,3,4.1,640000.0,759113.446158546,742286.6673619043,697492.6101500101,False
Travancore,t,Western Metropolitan,2,4.3,856000.0,791556.998051653,804553.5144364813,781716.9199872352,False
Vermont,h,Eastern Metropolitan,4,17.2,1235000.0,1339802.5668561275,1063088.8528875373,1041441.5858569663,True
Vermont South,h,Eastern Metropolitan,5,17.2,1425000.0,1355429.0926662493,1388184.597334123,1277429.316965185,True
Vermont South,h,Eastern Metropolitan,4,17.2,1650000.0,1523637.0430143033,1347076.4096620162,1438968.120865284,True
Vermont South,h,Eastern Metropolitan,4,17.2,1400000.0,1354699.7153283972,1512829.8861035157,1513317.8672282111,True
Vermont South,h,Eastern Metropolitan,4,17.2,1290000.0,1282279.1546938533,1062915.6093520839,1177283.8824030997,True
Viewbank,h,Eastern Metropolitan,3,8.9,825000.0,905676.6011599103,965416.0852317424,918548.5071856205,False
Wantirna,h,Eastern Metropolitan,4,14.7,1000000.0,1337477.5124549053,1076868.4190633495,1110404.0652906785,True
Wantirna South,h,Eastern Metropolitan,3,14.7,1160000.0,1236985.4399817367,1088002.0906756134,1092984.6964643628,True
Wantirna South,h,Eastern Metropolitan,6,14.7,1180000.0,1321274.9373450296,1014335.7591215416,997858.0803861774,True
Watsonia North,h,Northern Metropolitan,4,14.5,800000.0,890626.1173057201,824418.6916149386,828228.2232884273,True
West Footscray,h,Western Metropolitan,2,6.4,749000.0,787719.6667706049,755423.4614766744,756449.5459679762,False
West Melbourne,h,Northern Metropolitan,3,3.1,1370000.0,1260490.726920375,1182643.7386562538,1106442.7582859972,False
Wheelers Hill,h,South-Eastern Metropolitan,4,16.7,1272000.0,1267276.5786777246,1197011.691067139,1150219.1206185883,True
Windsor,h,Southern Metropolitan,2,4.6,957500.0,1183998.8016250408,1063528.461442417,1070648.1994944524,False
Windsor,h,Southern Metropolitan,3,4.6,2080000.0,2307574.9734459785,2483371.2237626887,2632981.2632715194,False
Yallambie,h,Northern Metropolitan,3,12.7,852000.0,835044.74878894,849354.9515051985,855645.8964782489,False
Abbotsford,u,Northern Metropolitan,2,3.0,505000.0,489275.46191152267,470219.81284325506,426002.3142008416,False
Abbotsford,h,Northern Metropolitan,3,3.0,1402500.0,1340101.561952591,1340191.5961334098,1391935.5206215188,False
Aberfeldie,h,Western Metropolitan,5,7.5,2905000.0,1707208.4331916946,2241976.7436814974,2579540.382349022,False
Airport West,h,Western Metropolitan,2,10.4,650000.0,633323.4334068587,703185.7929919934,669908.993896566,False
Airport West,t,Western Metropolitan,3,10.4,856000.0,813316.9943327289,847632.1687735678,802779.9825962756,False
Albert Park,h,Southern Metropolitan,3,3.0,1505000.0,1587473.2239928665,1563039.7406931059,1653257.9621831416,False
Albert Park,h,Southern Metropolitan,3,3.0,1900000.0,1752650.708014929,1795913.1097037853,1795285.8256219875,False
Albion,u,Western Metropolitan,3,10.5,600000.0,714857.0265362042,554698.1808128486,609687.5276817991,False
Altona,h,Western Metropolitan,2,11.0,1030000.0,887949.4374444466,1000562.1509788607,956088.1156820989,False
Altona,h,Western Metropolitan,3,11.0,1005000.0,668706.6006605958,779844.3316347455,804423.8365095555,False
Armadale,u,Southern Metropolitan,2,6.3,410000.0,477843.87881648535,497603.7850011203,487781.9242142505,False
Armadale,u,Southern Metropolitan,2,6.3,590000.0,630543.1713033462,695524.3380853346,653604.020033056,False
Armadale,h,Southern Metropolitan,3,6.3,1850000.0,2079299.2466380114,1650170.6512131803,1835867.062435038,False
Ascot Vale,h,Western Metropolitan,3,4.3,1530000.0,1151029.4994372786,1242937.7891320146,1340231.58780394,False
Ascot Vale,h,Western Metropolitan,3,4.3,865000.0,1002131.5381410109,981461.1039616365,923004.4025301893,False
Ascot Vale,h,Western Metropolitan,3,4.3,1370000.0,1169191.8211232736,1450203.0474659426,1421075.4483724674,False
Ascot Vale,h,Western Metropolitan,3,4.3,1082000.0,959208.8375361162,1110044.0581105743,1037780.6341323464,False
Ashburton,h,Southern Metropolitan,4,10.2,1972500.0,1924113.8070026624,1775706.5050535908,1760603.694838034,False
Ashburton,h,Southern Metropolitan,3,10.2,1775000.0,1578060.8192715293,1856935.9088004008,1826616.9291853064,False
Aspendale,h,South-Eastern Metropolitan,4,21.5,1150000.0,979379.6833174512,844019.6070980447,791257.5943868915,True
Avondale Heights,h,Western Metropolitan,4,9.5,835000.0,837733.0785859075,855648.9026393387,832032.470112113,False
Balwyn,u,Southern Metropolitan,2,7.9,460000.0,552422.4577820627,542618.8892973154,525166.0822268948,False
Balwyn,u,Southern Metropolitan,2,7.9,725000.0,528515.1553361665,560254.5984414731,549515.2267013071,False
Balwyn,u,Southern Metropolitan,2,7.9,602000.0,612871.5058590573,623295.9856088625,638804.8986854148,False
Balwyn,u,Southern Metropolitan,2,7.9,830000.0,665249.1389985891,760022.4314522754,792751.0277248643,False
Balwyn North,h,Southern Metropolitan,3,9.7,1300000.0,1905292.3828876142,1722347.7194954304,1782540.8223553041,False
Balwyn North,t,Southern Metropolitan,3,9.7,1330000.0,1201866.6431812649,1121541.9542777024,1204387.6629771949,False
Balwyn North,h,Southern Metropolitan,4,9.7,2050000.0,1909671.5722180468,1939178.7157201124,2150619.296213864,False
Balwyn North,h,Southern Metropolitan,5,9.7,1940000.0,1929032.2710062165,1957124.242592393,1862093.1376346024,False
Balwyn North,h,Southern Metropolitan,3,9.7,1590000.0,1704358.5060622594,1587440.519256619,1624394.7809188068,False
Balwyn North,u,Southern Metropolitan,2,9.7,725000.0,721576.9933142728,641405.827082593,696251.2010669806,False
Balwyn North,h,Southern Metropolitan,2,9.7,2367000.0,1513000.994353361,1452866.2433365698,1425267.63990395,False
Bayswater,h,Eastern Metropolitan,4,23.2,705000.0,1342728.2843848048,1078546.797326589,1037192.2672158936,True
Beaumaris,h,Southern Metropolitan,4,17.3,2200000.0,1773269.6020558495,1880460.9828674183,1838727.5523420512,True
Bellfield,h,Eastern Metropolitan,2,8.8,736500.0,647511.3797627678,638705.6640382021,635507.493646265,False
Bellfield,h,Eastern Metropolitan,3,8.8,780000.0,902368.6197884019,959410.1760279473,926592.3692836742,False
Bentleigh,u,Southern Metropolitan,2,11.4,420000.0,466680.66885217914,458938.01054106327,439930.08506868064,False
Bentleigh,h,Southern Metropolitan,4,11.4,1479000.0,1723750.6597264886,1689540.8921587695,1647424.9804104436,False
Bentleigh,h,Southern Metropolitan,3,11.4,1199000.0,1098384.4940832548,1163891.5805406165,1059551.70652548,False
Bentleigh,h,Southern Metropolitan,4,11.4,1350000.0,1704591.5612959424,1570317.763189576,1642875.718518734,False
Bentleigh East,h,Southern Metropolitan,3,13.8,890000.0,845170.7909912402,916058.9796454138,875035.3873225832,False
Bentleigh East,h,Southern Metropolitan,4,13.8,1655000.0,1586886.0992787648,1659753.171660863,1696704.535110714,False
Bentleigh East,h,Southern Metropolitan,3,13.8,1430000.0,1204960.652586145,1123917.6357254633,1195972.6889229636,False
Bentleigh East,t,Southern Metropolitan,3,13.8,955000.0,866721.9985474511,881053.643519433,865092.2050161039,False
Berwick,h,Eastern Victoria,4,35.2,667000.0,1321834.4219327476,1112787.5682830524,1144656.5293611335,True
Berwick,h,Eastern Victoria,4,35.2,740000.0,1321029.9877867168,1115957.78942119,1236954.7458472329,True
Black Rock,u,Southern Metropolitan,3,17.3,1080000.0,932241.1117315848,958836.4877032607,988552.3749547946,True
Black Rock,u,Southern Metropolitan,2,17.3,623500.0,613505.5029448086,490386.40076481656,498136.5980290025,True
Blackburn South,h,Eastern Metropolitan,4,13.4,1258000.0,1430323.3569171026,1394518.3196309574,1463618.4730120508,True
Briar Hill,h,Eastern Metropolitan,3,16.1,590000.0,729057.1490545125,666786.7541106988,607022.7084704058,True
Brighton,t,Southern Metropolitan,3,10.5,1600000.0,1301001.253427844,1181015.8540615432,1287504.54151363,False
Brighton,h,Southern Metropolitan,3,10.5,1211000.0,1609437.8048457548,1585256.0178783962,1551026.169896696,False
Brighton,h,Southern Metropolitan,4,10.5,3225000.0,2963734.477249328,2891590.0720556546,3158619.757965024,False
Brighton,h,Southern Metropolitan,4,10.5,2385000.0,2303548.0732978163,2155176.7647963655,2283826.0999849103,False
Brighton,u,Southern Metropolitan,3,10.5,1370000.0,813429.0431837463,931312.3461165917,944350.4781835247,False
Brighton East,h,Southern Metropolitan,3,10.3,1750800.0,1638054.9068943583,1808316.9563012663,2028478.5448643721,False
Brighton East,h,Southern Metropolitan,4,10.3,2300000.0,1822601.9938327174,2040880.9639304054,1800968.3580406394,False
Brighton East,h,Southern Metropolitan,4,10.3,1605000.0,1679304.3508342535,1709616.797359537,1597563.3091688685,False
Brighton East,h,Southern Metropolitan,2,10.3,1035000.0,1068105.0360915938,865067.9101852468,925385.1416246144,False
Broadmeadows,h,Northern Metropolitan,3,14.0,505000.0,468396.90465363907,426980.1044225214,466881.6921810713,True
Brooklyn,t,Western Metropolitan,3,6.4,663000.0,894266.3372270449,763165.9949756132,801053.0777270129,False
Brunswick,h,Northern Metropolitan,2,5.2,860000.0,939513.7027174839,951334.1057514452,969207.9310216352,False
Brunswick,h,Northern Metropolitan,3,5.2,1505000.0,1204261.81310225,1169709.871378387,1182914.501323145,False
Brunswick,h,Northern Metropolitan,3,5.2,1700000.0,973065.6751422781,969710.8819409313,1018655.6453406499,False
Brunswick,h,Northern Metropolitan,3,5.2,1280000.0,1201361.0412441695,1205913.3681946513,1158292.125385436,False
Brunswick,u,Northern Metropolitan,2,5.2,755000.0,461150.6643680872,456934.08846537955,443565.02639672195,False
Brunswick,h,Northern Metropolitan,5,5.2,2545000.0,2237739.797760226,2469700.6328065465,2022160.1424069183,False
Brunswick,h,Northern Metropolitan,3,5.2,1405000.0,1335403.4646998795,1350976.5273982757,1387304.2644648168,False
Brunswick,u,Northern Metropolitan,2,5.2,460000.0,442732.09479132283,388632.3318706251,385196.7270348355,False
Brunswick East,h,Northern Metropolitan,4,4.0,1210000.0,1335260.4662057052,1731330.8576429028,1699754.3916913946,False
Brunswick East,h,Northern Metropolitan,3,4.0,1265000.0,1088190.3321234202,1209707.8041289193,1075585.3077826665,False
Brunswick West,h,Northern Metropolitan,3,5.2,1300000.0,1016865.6906007422,1149508.4974195792,1087798.1312362761,False
Brunswick West,u,Northern Metropolitan,2,5.2,460000.0,428345.9720838879,430966.86497053114,434028.0267300038,False
Brunswick West,u,Northern Metropolitan,1,5.2,263100.0,341551.50741986354,337788.0360190489,348119.9786248652,False
Brunswick West,h,Northern Metropolitan,5,5.2,1075000.0,1500121.0628832902,1401262.431825953,1440048.9108343709,False
Bulleen,t,Eastern Metropolitan,4,10.8,950000.0,916153.4322692518,841331.9874454389,974042.2434898012,False
Bulleen,h,Eastern Metropolitan,1,10.8,1310000.0,1021357.7117505814,616633.8961341064,891304.1904243608,False
Bundoora,h,Northern Metropolitan,3,12.1,714000.0,758427.0392020028,603297.1210616409,621883.8504587559,True
Bundoora,h,Northern Metropolitan,4,12.1,880000.0,751602.013062738,614848.2476878489,716870.2273647427,True
Bundoora,h,Northern Metropolitan,3,12.1,1405000.0,893918.0550990925,805026.0134147323,749122.3997929535,True
Burnley,h,Northern Metropolitan,3,2.4,1837500.0,1340783.9073389175,1360761.9842989955,1472295.3032038135,False
Burnside Heights,h,Western Metropolitan,3,14.8,593000.0,557784.6035167786,582948.3174820149,600139.4215328927,True
Burwood,h,Southern Metropolitan,3,10.4,1732000.0,1475331.3757621106,1467676.6941383546,1497924.5613449397,False
Burwood,h,Southern Metropolitan,3,10.4,1253500.0,1400201.2416561064,1323095.7918845855,1302060.2960070046,False
Burwood,h,Southern Metropolitan,7,10.4,1642000.0,2070168.996842305,1626818.0886333752,1850954.452310786,False
Burwood,t,Southern Metropolitan,2,10.4,700000.0,816811.9444541006,728457.726571377,774067.4546452065,False
Burwood East,t,Eastern Metropolitan,3,14.7,780000.0,895082.1516846404,672977.1832165505,733090.0405082715,True
Cairnlea,h,Western Metropolitan,4,14.8,720000.0,592764.1292058907,632415.3995868415,652875.9353956385,True
Camberwell,h,Southern Metropolitan,3,7.7,1622000.0,1588834.1241961597,1628499.2171574219,1842324.5531109893,False
